ENTRY_NAME,EFF_LMM,STD_LMM,Z_LMM,P_LMM,2.5LMM,97.5LMM,TEST_LOC,EFF_RSM,2.5RSM,97.5RSM,STD_RSM
A10-280,0.342,0.140,2.446,0.014,0.068,0.616,"Raleigh, NC",0.631,0.257,0.998,0.223
A11-26,-0.026,0.140,-0.188,0.851,-0.300,0.248,"Raleigh, NC",0.332,-0.064,0.728,0.234
A11-38,-1.412,0.140,-10.098,0.000,-1.686,-1.138,"Raleigh, NC",-1.161,-1.549,-0.768,0.246
A11-40,-0.658,0.140,-4.704,0.000,-0.932,-0.384,"Raleigh, NC",-0.097,-0.502,0.283,0.217
A12-34,-0.623,0.140,-4.453,0.000,-0.897,-0.349,"Raleigh, NC",-0.276,-0.664,0.111,0.204
A13-1,0.026,0.140,0.188,0.851,-0.248,0.300,"Raleigh, NC",0.285,-0.089,0.652,0.195
A15-6,0.386,0.140,2.760,0.006,0.112,0.660,"Raleigh, NC",0.415,0.027,0.813,0.203
A16-1,-0.509,0.140,-3.638,0.000,-0.783,-0.235,"Raleigh, NC",-0.339,-0.717,0.067,0.223
A16-17,-0.175,0.140,-1.254,0.210,-0.450,0.099,"Raleigh, NC",-0.019,-0.381,0.343,0.185
A16-2,-0.509,0.140,-3.638,0.000,-0.783,-0.235,"Raleigh, NC",-0.215,-0.628,0.188,0.220
A16-7,-0.500,0.140,-3.575,0.000,-0.774,-0.226,"Raleigh, NC",-0.180,-0.551,0.198,0.215
A99-2897,-0.079,0.140,-0.565,0.572,-0.353,0.195,"Raleigh, NC",0.374,-0.025,0.793,0.230
AKB3128,0.105,0.140,0.753,0.452,-0.169,0.379,"Raleigh, NC",0.042,-0.338,0.421,0.218
AKB3179,-0.658,0.140,-4.704,0.000,-0.932,-0.384,"Raleigh, NC",-0.541,-0.912,-0.161,0.196
AKB3241,-0.833,0.140,-5.959,0.000,-1.107,-0.559,"Raleigh, NC",-0.651,-1.021,-0.255,0.215
After Midnight,0.632,0.140,4.516,0.000,0.357,0.906,"Raleigh, NC",0.554,0.176,0.938,0.241
Amaze (NAI-14-133),-1.298,0.140,-9.283,0.000,-1.572,-1.024,"Raleigh, NC",-0.500,-0.905,-0.094,0.254
Aviator II (NAI-15-84),-1.088,0.140,-7.778,0.000,-1.362,-0.814,"Raleigh, NC",-0.811,-1.201,-0.430,0.209
BAR PP 71213,-0.421,0.140,-3.011,0.003,-0.695,-0.147,"Raleigh, NC",-0.002,-0.387,0.384,0.219
BAR PP 7236V,0.342,0.140,2.446,0.014,0.068,0.616,"Raleigh, NC",0.503,0.135,0.887,0.221
BAR PP 7309V,0.000,0.140,0.000,1.000,-0.274,0.274,"Raleigh, NC",0.030,-0.354,0.398,0.229
BAR PP 79366,0.465,0.140,3.324,0.001,0.191,0.739,"Raleigh, NC",0.503,0.112,0.879,0.231
BAR PP 79494,0.561,0.140,4.014,0.000,0.287,0.836,"Raleigh, NC",0.531,0.150,0.929,0.229
BAR PP 7K426,-0.132,0.140,-0.941,0.347,-0.406,0.143,"Raleigh, NC",0.169,-0.226,0.552,0.229
Babe,-0.658,0.140,-4.704,0.000,-0.932,-0.384,"Raleigh, NC",-0.308,-0.690,0.085,0.199
Barserati (BAR PP 110358),0.816,0.140,5.833,0.000,0.542,1.090,"Raleigh, NC",0.931,0.549,1.304,0.205
Barvette HGT®,0.816,0.140,5.833,0.000,0.542,1.090,"Raleigh, NC",0.957,0.581,1.332,0.274
Blue Devil,0.035,0.140,0.251,0.802,-0.239,0.309,"Raleigh, NC",0.324,-0.048,0.689,0.209
Blue Gem (NAI-13-9),0.149,0.140,1.066,0.286,-0.125,0.423,"Raleigh, NC",0.794,0.401,1.177,0.229
Blue Knight,-1.526,0.140,-10.914,0.000,-1.800,-1.252,"Raleigh, NC",-1.172,-1.569,-0.771,0.281
Bombay (GO-22B23),0.395,0.140,2.823,0.005,0.121,0.669,"Raleigh, NC",0.576,0.188,0.934,0.204
Cloud (GO-2425),0.553,0.140,3.952,0.000,0.279,0.827,"Raleigh, NC",0.589,0.212,0.967,0.218
Comanche (NAI-14-176),-1.316,0.140,-9.408,0.000,-1.590,-1.042,"Raleigh, NC",-0.877,-1.284,-0.479,0.218
DLFPS-340/3364,-0.325,0.140,-2.321,0.020,-0.599,-0.050,"Raleigh, NC",-0.128,-0.526,0.253,0.201
DLFPS-340/3438,-0.596,0.140,-4.265,0.000,-0.871,-0.322,"Raleigh, NC",-0.150,-0.532,0.232,0.204
DLFPS-340/3444,-0.228,0.140,-1.631,0.103,-0.502,0.046,"Raleigh, NC",0.035,-0.338,0.426,0.211
DLFPS-340/3446,-0.553,0.140,-3.952,0.000,-0.827,-0.279,"Raleigh, NC",-0.283,-0.673,0.097,0.227
DLFPS-340/3455,-0.491,0.140,-3.512,0.000,-0.765,-0.217,"Raleigh, NC",-0.050,-0.419,0.314,0.197
DLFPS-340/3494,-0.351,0.140,-2.509,0.012,-0.625,-0.077,"Raleigh, NC",0.189,-0.188,0.574,0.197
DLFPS-340/3500,-0.667,0.140,-4.767,0.000,-0.941,-0.393,"Raleigh, NC",0.008,-0.373,0.392,0.223
DLFPS-340/3548,-1.070,0.140,-7.652,0.000,-1.344,-0.796,"Raleigh, NC",-0.696,-1.073,-0.321,0.218
DLFPS-340/3549,-0.649,0.140,-4.641,0.000,-0.923,-0.375,"Raleigh, NC",-0.268,-0.640,0.110,0.203
DLFPS-340/3550,0.675,0.140,4.830,0.000,0.401,0.950,"Raleigh, NC",0.677,0.309,1.047,0.194
DLFPS-340/3551,0.368,0.140,2.634,0.008,0.094,0.643,"Raleigh, NC",0.443,0.082,0.805,0.212
DLFPS-340/3552,0.114,0.140,0.815,0.415,-0.160,0.388,"Raleigh, NC",-0.080,-0.443,0.299,0.205
DLFPS-340/3553,-0.553,0.140,-3.952,0.000,-0.827,-0.279,"Raleigh, NC",-0.319,-0.696,0.078,0.204
DLFPS-340/3556,-0.281,0.140,-2.007,0.045,-0.555,-0.007,"Raleigh, NC",0.076,-0.299,0.432,0.195
Dublin (PST-K15-157),-0.588,0.140,-4.202,0.000,-0.862,-0.314,"Raleigh, NC",-0.405,-0.741,-0.075,0.197
Electric (PST-K11-118),0.664,0.146,4.543,0.000,0.378,0.951,"Raleigh, NC",0.312,-0.050,0.690,0.190
Finish Line (NAI-14-178),-1.184,0.140,-8.468,0.000,-1.458,-0.910,"Raleigh, NC",-0.556,-0.960,-0.131,0.232
Heartland (NAI-14-187),-0.982,0.140,-7.025,0.000,-1.257,-0.708,"Raleigh, NC",-0.460,-0.871,-0.076,0.220
J-1138,0.825,0.140,5.896,0.000,0.550,1.099,"Raleigh, NC",0.625,0.243,1.008,0.198
J-1319,-0.456,0.140,-3.262,0.001,-0.730,-0.182,"Raleigh, NC",-0.123,-0.495,0.261,0.209
J-2726,0.009,0.140,0.063,0.950,-0.265,0.283,"Raleigh, NC",0.081,-0.320,0.490,0.210
Jersey (NAI-A16-3),-0.228,0.140,-1.631,0.103,-0.502,0.046,"Raleigh, NC",-0.136,-0.515,0.246,0.201
KH3492,-0.114,0.140,-0.815,0.415,-0.388,0.160,"Raleigh, NC",-0.030,-0.392,0.338,0.184
Kenblue,-0.991,0.140,-7.088,0.000,-1.265,-0.717,"Raleigh, NC",-0.585,-0.972,-0.204,0.202
MVS-130,-0.711,0.140,-5.081,0.000,-0.985,-0.436,"Raleigh, NC",-0.619,-1.016,-0.233,0.233
Midnight,0.175,0.140,1.254,0.210,-0.099,0.450,"Raleigh, NC",0.279,-0.062,0.613,0.181
NAI-14-122,-0.833,0.140,-5.959,0.000,-1.107,-0.559,"Raleigh, NC",-0.441,-0.823,-0.059,0.213
NAI-14-128,-1.123,0.140,-8.028,0.000,-1.397,-0.849,"Raleigh, NC",-0.602,-1.001,-0.211,0.205
NAI-14-132,-1.491,0.140,-10.663,0.000,-1.765,-1.217,"Raleigh, NC",-0.740,-1.155,-0.325,0.219
NAI-15-80,-1.079,0.140,-7.715,0.000,-1.353,-0.805,"Raleigh, NC",-0.579,-0.969,-0.183,0.265
NK-1,-0.746,0.140,-5.331,0.000,-1.020,-0.472,"Raleigh, NC",-0.458,-0.841,-0.093,0.201
New Moon (PST-K15-177),-0.912,0.140,-6.523,0.000,-1.186,-0.638,"Raleigh, NC",-0.600,-0.940,-0.243,0.211
NuRush (J-3510),0.272,0.140,1.944,0.052,-0.002,0.546,"Raleigh, NC",0.605,0.208,0.988,0.218
Orion (PST-K13-143),-1.018,0.140,-7.276,0.000,-1.292,-0.743,"Raleigh, NC",-0.548,-0.937,-0.154,0.229
PPG-KB 1131,0.333,0.140,2.383,0.017,0.059,0.607,"Raleigh, NC",0.437,0.046,0.812,0.205
PPG-KB 1304,0.237,0.140,1.694,0.090,-0.037,0.511,"Raleigh, NC",0.327,-0.043,0.727,0.207
PPG-KB 1320,-1.456,0.140,-10.412,0.000,-1.730,-1.182,"Raleigh, NC",-1.112,-1.518,-0.719,0.269
PST-11-7,-0.728,0.140,-5.206,0.000,-1.002,-0.454,"Raleigh, NC",-0.439,-0.770,-0.108,0.215
PST-K13-141,-0.096,0.140,-0.690,0.490,-0.371,0.178,"Raleigh, NC",-0.024,-0.403,0.357,0.204
PST-K15-167,-0.263,0.140,-1.882,0.060,-0.537,0.011,"Raleigh, NC",0.090,-0.249,0.428,0.175
PST-K15-172,-0.263,0.140,-1.882,0.060,-0.537,0.011,"Raleigh, NC",-0.075,-0.417,0.276,0.205
PST-T14-39,-0.123,0.140,-0.878,0.380,-0.397,0.151,"Raleigh, NC",0.302,-0.053,0.664,0.217
Paloma (PST-K13-139),-1.009,0.140,-7.213,0.000,-1.283,-0.735,"Raleigh, NC",-0.986,-1.352,-0.603,0.203
Pivot,-0.833,0.140,-5.959,0.000,-1.107,-0.559,"Raleigh, NC",-0.342,-0.744,0.049,0.209
Prosperity,-0.623,0.140,-4.453,0.000,-0.897,-0.349,"Raleigh, NC",-0.367,-0.754,0.020,0.215
RAD 553,-0.623,0.140,-4.453,0.000,-0.897,-0.349,"Raleigh, NC",-0.199,-0.600,0.182,0.211
RAD-1776,-0.868,0.140,-6.210,0.000,-1.143,-0.594,"Raleigh, NC",-0.553,-0.914,-0.178,0.189
Selway,-0.289,0.140,-2.070,0.038,-0.564,-0.015,"Raleigh, NC",-0.093,-0.480,0.281,0.217
Shamrock,-0.491,0.140,-3.512,0.000,-0.765,-0.217,"Raleigh, NC",-0.200,-0.596,0.186,0.222
Skye,0.272,0.140,1.944,0.052,-0.002,0.546,"Raleigh, NC",0.384,0.012,0.751,0.221
Star (GO-2628),0.386,0.140,2.760,0.006,0.112,0.660,"Raleigh, NC",0.343,-0.026,0.726,0.245
Syrah (LTP-11-41),-0.868,0.140,-6.210,0.000,-1.143,-0.594,"Raleigh, NC",-0.460,-0.843,-0.081,0.200
Twilight (NAI-13-132),-0.184,0.140,-1.317,0.188,-0.458,0.090,"Raleigh, NC",0.185,-0.198,0.574,0.198
United (NAI-13-14),0.202,0.140,1.443,0.149,-0.072,0.476,"Raleigh, NC",0.668,0.286,1.041,0.240
Yellowstone (A12-7),-0.351,0.140,-2.509,0.012,-0.625,-0.077,"Raleigh, NC",-0.148,-0.534,0.227,0.198
A10-280,0.072,0.143,0.506,0.613,-0.208,0.353,"East Lansing, MI",0.271,-0.311,0.858,0.300
A11-26,-0.188,0.143,-1.317,0.188,-0.469,0.092,"East Lansing, MI",-0.198,-0.762,0.395,0.292
A11-38,0.290,0.143,2.026,0.043,0.009,0.570,"East Lansing, MI",0.370,-0.195,0.947,0.296
A11-40,0.942,0.143,6.583,0.000,0.662,1.222,"East Lansing, MI",1.116,0.517,1.715,0.322
A12-34,0.116,0.143,0.810,0.418,-0.165,0.396,"East Lansing, MI",-0.014,-0.565,0.538,0.286
A13-1,0.493,0.143,3.443,0.001,0.212,0.773,"East Lansing, MI",0.473,-0.096,1.027,0.298
A15-6,-0.116,0.143,-0.810,0.418,-0.396,0.165,"East Lansing, MI",-0.011,-0.575,0.550,0.300
A16-1,-0.464,0.143,-3.241,0.001,-0.744,-0.183,"East Lansing, MI",-0.476,-1.051,0.096,0.292
A16-17,-0.072,0.143,-0.506,0.613,-0.353,0.208,"East Lansing, MI",0.336,-0.235,0.902,0.306
A16-2,-0.188,0.143,-1.317,0.188,-0.469,0.092,"East Lansing, MI",0.157,-0.407,0.729,0.299
A16-7,-0.333,0.143,-2.329,0.020,-0.614,-0.053,"East Lansing, MI",-0.157,-0.743,0.443,0.314
A99-2897,0.145,0.143,1.013,0.311,-0.136,0.425,"East Lansing, MI",0.140,-0.413,0.727,0.299
AKB3128,0.333,0.143,2.329,0.020,0.053,0.614,"East Lansing, MI",0.824,0.226,1.408,0.331
AKB3179,0.406,0.143,2.836,0.005,0.125,0.686,"East Lansing, MI",0.625,0.027,1.224,0.322
AKB3241,-0.261,0.143,-1.823,0.068,-0.541,0.020,"East Lansing, MI",-0.268,-0.845,0.289,0.288
After Midnight,-0.884,0.143,-6.178,0.000,-1.165,-0.604,"East Lansing, MI",-1.293,-1.879,-0.694,0.302
Amaze (NAI-14-133),-0.130,0.143,-0.912,0.362,-0.411,0.150,"East Lansing, MI",-0.032,-0.623,0.520,0.312
Aviator II (NAI-15-84),-0.406,0.143,-2.836,0.005,-0.686,-0.125,"East Lansing, MI",-0.342,-0.907,0.251,0.301
BAR PP 71213,0.348,0.143,2.431,0.015,0.067,0.628,"East Lansing, MI",0.952,0.375,1.550,0.299
BAR PP 7236V,0.812,0.143,5.672,0.000,0.531,1.092,"East Lansing, MI",0.889,0.299,1.490,0.309
BAR PP 7309V,-0.043,0.143,-0.304,0.761,-0.324,0.237,"East Lansing, MI",0.491,-0.082,1.065,0.298
BAR PP 79366,0.768,0.143,5.368,0.000,0.488,1.049,"East Lansing, MI",0.688,0.076,1.319,0.334
BAR PP 79494,-0.536,0.143,-3.747,0.000,-0.817,-0.256,"East Lansing, MI",-0.513,-1.091,0.089,0.308
BAR PP 7K426,0.536,0.143,3.747,0.000,0.256,0.817,"East Lansing, MI",0.623,0.034,1.198,0.314
Babe,0.043,0.143,0.304,0.761,-0.237,0.324,"East Lansing, MI",0.249,-0.341,0.847,0.308
Barserati (BAR PP 110358),0.855,0.143,5.975,0.000,0.575,1.136,"East Lansing, MI",1.559,0.993,2.156,0.323
Barvette HGT®,0.696,0.143,4.861,0.000,0.415,0.976,"East Lansing, MI",0.692,0.116,1.258,0.298
Blue Devil,0.377,0.143,2.633,0.008,0.096,0.657,"East Lansing, MI",0.106,-0.489,0.676,0.300
Blue Gem (NAI-13-9),-0.261,0.143,-1.823,0.068,-0.541,0.020,"East Lansing, MI",0.030,-0.560,0.611,0.299
Blue Knight,-1.217,0.143,-8.507,0.000,-1.498,-0.937,"East Lansing, MI",-1.396,-2.000,-0.794,0.372
Bombay (GO-22B23),0.696,0.143,4.861,0.000,0.415,0.976,"East Lansing, MI",0.909,0.322,1.508,0.301
Cloud (GO-2425),0.188,0.143,1.317,0.188,-0.092,0.469,"East Lansing, MI",0.493,-0.089,1.058,0.313
Comanche (NAI-14-176),-0.275,0.143,-1.924,0.054,-0.556,0.005,"East Lansing, MI",-0.358,-0.920,0.207,0.305
DLFPS-340/3364,-0.797,0.143,-5.570,0.000,-1.078,-0.517,"East Lansing, MI",-1.131,-1.693,-0.550,0.328
DLFPS-340/3438,0.536,0.143,3.747,0.000,0.256,0.817,"East Lansing, MI",0.623,0.053,1.218,0.298
DLFPS-340/3444,-0.362,0.143,-2.532,0.011,-0.643,-0.082,"East Lansing, MI",-0.673,-1.257,-0.106,0.296
DLFPS-340/3446,0.072,0.143,0.506,0.613,-0.208,0.353,"East Lansing, MI",0.328,-0.241,0.921,0.312
DLFPS-340/3455,-0.014,0.143,-0.101,0.919,-0.295,0.266,"East Lansing, MI",0.220,-0.362,0.798,0.303
DLFPS-340/3494,-0.797,0.143,-5.570,0.000,-1.078,-0.517,"East Lansing, MI",-0.861,-1.440,-0.270,0.338
DLFPS-340/3500,0.348,0.143,2.431,0.015,0.067,0.628,"East Lansing, MI",0.889,0.285,1.483,0.338
DLFPS-340/3548,-0.275,0.143,-1.924,0.054,-0.556,0.005,"East Lansing, MI",-0.590,-1.180,-0.007,0.301
DLFPS-340/3549,0.275,0.143,1.924,0.054,-0.005,0.556,"East Lansing, MI",0.063,-0.526,0.633,0.309
DLFPS-340/3550,0.101,0.143,0.709,0.478,-0.179,0.382,"East Lansing, MI",0.442,-0.134,0.996,0.311
DLFPS-340/3551,0.058,0.143,0.405,0.685,-0.222,0.338,"East Lansing, MI",0.387,-0.202,0.953,0.298
DLFPS-340/3552,0.014,0.143,0.101,0.919,-0.266,0.295,"East Lansing, MI",0.155,-0.422,0.736,0.320
DLFPS-340/3553,-0.116,0.143,-0.810,0.418,-0.396,0.165,"East Lansing, MI",0.060,-0.497,0.627,0.287
DLFPS-340/3556,0.304,0.143,2.127,0.033,0.024,0.585,"East Lansing, MI",0.570,-0.011,1.145,0.324
Dublin (PST-K15-157),-0.275,0.143,-1.924,0.054,-0.556,0.005,"East Lansing, MI",-0.080,-0.665,0.510,0.318
Electric (PST-K11-118),0.768,0.143,5.368,0.000,0.488,1.049,"East Lansing, MI",1.099,0.508,1.694,0.339
Finish Line (NAI-14-178),-0.507,0.143,-3.545,0.000,-0.788,-0.227,"East Lansing, MI",-0.635,-1.227,-0.040,0.331
Heartland (NAI-14-187),-0.261,0.143,-1.823,0.068,-0.541,0.020,"East Lansing, MI",-0.145,-0.731,0.415,0.309
J-1138,-0.101,0.143,-0.709,0.478,-0.382,0.179,"East Lansing, MI",0.079,-0.488,0.651,0.296
J-1319,-0.493,0.143,-3.443,0.001,-0.773,-0.212,"East Lansing, MI",-0.871,-1.435,-0.267,0.305
J-2726,-0.768,0.143,-5.368,0.000,-1.049,-0.488,"East Lansing, MI",-1.039,-1.646,-0.445,0.343
Jersey (NAI-A16-3),0.275,0.143,1.924,0.054,-0.005,0.556,"East Lansing, MI",0.649,0.085,1.218,0.301
KH3492,0.261,0.143,1.823,0.068,-0.020,0.541,"East Lansing, MI",0.083,-0.514,0.638,0.305
Kenblue,-0.478,0.143,-3.342,0.001,-0.759,-0.198,"East Lansing, MI",-0.884,-1.449,-0.294,0.327
MVS-130,-0.261,0.143,-1.823,0.068,-0.541,0.020,"East Lansing, MI",-0.020,-0.592,0.552,0.293
Midnight,0.130,0.143,0.912,0.362,-0.150,0.411,"East Lansing, MI",-0.062,-0.647,0.505,0.297
NAI-14-122,0.261,0.143,1.823,0.068,-0.020,0.541,"East Lansing, MI",0.118,-0.459,0.683,0.295
NAI-14-128,0.014,0.143,0.101,0.919,-0.266,0.295,"East Lansing, MI",0.071,-0.507,0.646,0.310
NAI-14-132,0.478,0.143,3.342,0.001,0.198,0.759,"East Lansing, MI",0.574,0.006,1.131,0.311
NAI-15-80,-0.217,0.143,-1.519,0.129,-0.498,0.063,"East Lansing, MI",0.021,-0.544,0.592,0.296
NK-1,-0.101,0.143,-0.709,0.478,-0.382,0.179,"East Lansing, MI",-0.328,-0.912,0.249,0.319
New Moon (PST-K15-177),-0.478,0.143,-3.342,0.001,-0.759,-0.198,"East Lansing, MI",-0.412,-0.993,0.151,0.297
NuRush (J-3510),-0.029,0.143,-0.203,0.839,-0.309,0.251,"East Lansing, MI",0.012,-0.557,0.583,0.297
Orion (PST-K13-143),-0.087,0.143,-0.608,0.543,-0.367,0.194,"East Lansing, MI",-0.422,-0.997,0.159,0.302
PPG-KB 1131,0.072,0.143,0.506,0.613,-0.208,0.353,"East Lansing, MI",0.127,-0.457,0.697,0.297
PPG-KB 1304,0.754,0.143,5.266,0.000,0.473,1.034,"East Lansing, MI",1.328,0.728,1.921,0.340
PPG-KB 1320,-0.710,0.143,-4.963,0.000,-0.991,-0.430,"East Lansing, MI",-1.267,-1.841,-0.660,0.323
PST-11-7,-1.188,0.143,-8.305,0.000,-1.469,-0.908,"East Lansing, MI",-1.393,-1.967,-0.807,0.329
PST-K13-141,0.087,0.143,0.608,0.543,-0.194,0.367,"East Lansing, MI",0.205,-0.396,0.773,0.302
PST-K15-167,-1.058,0.143,-7.393,0.000,-1.338,-0.778,"East Lansing, MI",-0.936,-1.522,-0.350,0.334
PST-K15-172,0.362,0.143,2.532,0.011,0.082,0.643,"East Lansing, MI",0.668,0.081,1.262,0.336
PST-T14-39,-0.710,0.143,-4.963,0.000,-0.991,-0.430,"East Lansing, MI",-1.154,-1.730,-0.578,0.317
Paloma (PST-K13-139),-0.130,0.143,-0.912,0.362,-0.411,0.150,"East Lansing, MI",0.004,-0.550,0.572,0.292
Pivot,-0.362,0.143,-2.532,0.011,-0.643,-0.082,"East Lansing, MI",-0.055,-0.616,0.517,0.290
Prosperity,-0.522,0.143,-3.646,0.000,-0.802,-0.241,"East Lansing, MI",-1.156,-1.748,-0.554,0.319
RAD 553,-0.261,0.143,-1.823,0.068,-0.541,0.020,"East Lansing, MI",-0.580,-1.175,-0.007,0.314
RAD-1776,0.522,0.143,3.646,0.000,0.241,0.802,"East Lansing, MI",0.617,0.049,1.178,0.286
Selway,-0.101,0.143,-0.709,0.478,-0.382,0.179,"East Lansing, MI",-0.128,-0.666,0.429,0.286
Shamrock,-0.580,0.143,-4.051,0.000,-0.860,-0.299,"East Lansing, MI",-0.538,-1.112,0.051,0.311
Skye,0.681,0.143,4.760,0.000,0.401,0.962,"East Lansing, MI",0.619,0.057,1.195,0.290
Star (GO-2628),0.261,0.143,1.823,0.068,-0.020,0.541,"East Lansing, MI",0.529,-0.051,1.122,0.310
Syrah (LTP-11-41),0.304,0.143,2.127,0.033,0.024,0.585,"East Lansing, MI",0.170,-0.426,0.773,0.300
Twilight (NAI-13-132),-0.188,0.143,-1.317,0.188,-0.469,0.092,"East Lansing, MI",-0.088,-0.683,0.484,0.308
United (NAI-13-14),-0.203,0.143,-1.418,0.156,-0.483,0.078,"East Lansing, MI",-0.272,-0.842,0.296,0.294
Yellowstone (A12-7),0.246,0.143,1.722,0.085,-0.034,0.527,"East Lansing, MI",0.041,-0.525,0.600,0.299
A10-280,0.300,0.136,2.204,0.028,0.033,0.567,"West Lafayette, IN",0.322,-0.063,0.741,0.217
A11-26,0.511,0.136,3.755,0.000,0.244,0.778,"West Lafayette, IN",0.702,0.313,1.113,0.219
A11-38,-0.244,0.136,-1.796,0.073,-0.511,0.022,"West Lafayette, IN",-0.182,-0.570,0.202,0.214
A11-40,-0.233,0.136,-1.714,0.086,-0.500,0.033,"West Lafayette, IN",-0.108,-0.490,0.275,0.203
A12-34,-0.222,0.136,-1.633,0.103,-0.489,0.045,"West Lafayette, IN",0.012,-0.371,0.396,0.202
A13-1,0.400,0.136,2.939,0.003,0.133,0.667,"West Lafayette, IN",0.386,-0.028,0.805,0.236
A15-6,-0.111,0.136,-0.816,0.414,-0.378,0.156,"West Lafayette, IN",0.046,-0.333,0.428,0.207
A16-1,-0.433,0.136,-3.183,0.001,-0.700,-0.167,"West Lafayette, IN",-0.232,-0.608,0.147,0.203
A16-17,0.367,0.136,2.694,0.007,0.100,0.633,"West Lafayette, IN",0.620,0.232,1.016,0.235
A16-2,-0.089,0.136,-0.653,0.514,-0.356,0.178,"West Lafayette, IN",0.120,-0.255,0.505,0.206
A16-7,-0.489,0.136,-3.592,0.000,-0.756,-0.222,"West Lafayette, IN",-0.333,-0.708,0.024,0.197
A99-2897,0.189,0.136,1.388,0.165,-0.078,0.456,"West Lafayette, IN",0.158,-0.233,0.546,0.230
AKB3128,0.211,0.136,1.551,0.121,-0.056,0.478,"West Lafayette, IN",0.479,0.075,0.869,0.213
AKB3179,0.678,0.136,4.979,0.000,0.411,0.945,"West Lafayette, IN",0.792,0.394,1.203,0.253
AKB3241,0.344,0.136,2.530,0.011,0.078,0.611,"West Lafayette, IN",0.527,0.134,0.921,0.208
After Midnight,-1.244,0.136,-9.142,0.000,-1.511,-0.978,"West Lafayette, IN",-0.995,-1.378,-0.623,0.241
Amaze (NAI-14-133),-0.067,0.136,-0.490,0.624,-0.333,0.200,"West Lafayette, IN",-0.119,-0.508,0.267,0.207
Aviator II (NAI-15-84),-0.756,0.136,-5.551,0.000,-1.022,-0.489,"West Lafayette, IN",-0.613,-1.012,-0.227,0.216
BAR PP 71213,-0.133,0.136,-0.980,0.327,-0.400,0.133,"West Lafayette, IN",-0.129,-0.515,0.263,0.209
BAR PP 7236V,0.044,0.136,0.327,0.744,-0.222,0.311,"West Lafayette, IN",0.296,-0.105,0.678,0.204
BAR PP 7309V,0.011,0.136,0.082,0.935,-0.256,0.278,"West Lafayette, IN",-0.001,-0.374,0.384,0.204
BAR PP 79366,0.278,0.136,2.041,0.041,0.011,0.545,"West Lafayette, IN",0.542,0.125,0.930,0.205
BAR PP 79494,-0.322,0.136,-2.367,0.018,-0.589,-0.055,"West Lafayette, IN",-0.043,-0.424,0.347,0.213
BAR PP 7K426,0.000,0.136,0.000,1.000,-0.267,0.267,"West Lafayette, IN",0.241,-0.157,0.622,0.224
Babe,-0.289,0.136,-2.122,0.034,-0.556,-0.022,"West Lafayette, IN",-0.079,-0.465,0.316,0.210
Barserati (BAR PP 110358),0.733,0.136,5.387,0.000,0.467,1.000,"West Lafayette, IN",1.026,0.633,1.429,0.224
